id,display_name_en,description_text_en,description_rights_author,description_rights_license,description_rights_source_name,description_rights_source_url,image_full_size_url,image_thumbnail_url,image_full_size_rel_path,image_thumbnail_rel_path,image_rights_author,image_rights_license,image_rights_source_name,image_rights_source_url,status,last modified,original file URL,AATID,EFTID
CC00056,fuchsia,Variable color name referring to bright pinkish colors similar to those of blooms of the fuchsia plant.,The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300311477,
CC00035,funnel neck,,,,,,,,,,,,,,incomplete,,,,
CC00170,gathering,"Bunching folds of textile together by pulling on a thread stitched through it for this purpose or on one or more of its constituent filaments, to create fullness.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=gather&logic=AND&note=&english=N&prev_page=1&subjectid=300231237,https://dressdiscover.org/img/worksheet/full_size/677px-Faldilla-frunzida.jpg,https://dressdiscover.org/img/worksheet/thumbnail/677px-Faldilla-frunzida.jpg,full_size/677px-Faldilla-frunzida.jpg,thumbnail/677px-Faldilla-frunzida.jpg,Joan Rocaguinard,Creative Commons Attribution-Share Alike,Wikipedia,https://commons.wikimedia.org/wiki/File:Faldilla-frunzida.jpg,uploaded,,,300231237,
CC00214,georgette,"A semi-transparent artificial fiber or natural silk fabric woven in plain weave with undeterred chain and weft threads, alternately two right and two left twisted.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/KLNNING_Syrenlila_sidenklnning_med_cape_och_underklnning__Tillhrt_Ebba_von_Eckermann__f___Hallwylska_museet___89129.tif,https://dressdiscover.org/img/worksheet/thumbnail/KLNNING_Syrenlila_sidenklnning_med_cape_och_underklnning__Tillhrt_Ebba_von_Eckermann__f___Hallwylska_museet___89129.jpg,full_size/KLNNING_Syrenlila_sidenklnning_med_cape_och_underklnning__Tillhrt_Ebba_von_Eckermann__f___Hallwylska_museet___89129.tif,thumbnail/KLNNING_Syrenlila_sidenklnning_med_cape_och_underklnning__Tillhrt_Ebba_von_Eckermann__f___Hallwylska_museet___89129.jpg,Hallwyl Museum / Jens Mohr,Creative Commons Attribution-ShareAlike 3.0 Unported,Wikipedia,"https://commons.wikimedia.org/wiki/File:KL%C3%84NNING_Syrenlila_sidenkl%C3%A4nning_med_cape_och_underkl%C3%A4nning._Tillh%C3%B6rt_Ebba_von_Eckermann,_f_-_Hallwylska_museet_-_89129.tif",new,43472,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/KL%C3%84NNING_Syrenlila_sidenkl%C3%A4nning_med_cape_och_underkl%C3%A4nning._Tillh%C3%B6rt_Ebba_von_Eckermann%2C_f_-_Hallwylska_museet_-_89129.tif/lossy-page1-400px-KL%C3%84NNING_Syrenlila_sidenkl%C3%A4nning_med_cape_och_underkl%C3%A4nning._Tillh%C3%B6rt_Ebba_von_Eckermann%2C_f_-_Hallwylska_museet_-_89129.tif.jpg,300417883,
CC00215,glass,"An amorphous, inorganic substance made by fusing silica (silicon dioxide) with a basic oxide; generally transparent but often translucent or opaque. Its characteristic properties are its hardness and rigidity at ordinary temperatures, its capacity for plastic working at elevated temperatures, and its resistance to weathering and to most chemicals except hydrofluoric acid. Used for both utilitarian and decorative purposes, it can be formed into various shapes, colored or decorated. Glass originated as a glaze in Mesopotamia in about 3500 BCE and the first objects made wholly of glass date to about 2500 BCE.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300010797,
CC00083,glazing,"Overlaying or covering with a smooth and lustrous coating, or polishing and burnishing to create a smooth, shiney surface. To refer specifically to glazing paintings, use the narrower concept ""glazing (painting technique)."" To refer specifically to glazing ceramics, use the narrower concept ""pottery glazing (process).""",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300053914,
CC00057,gold,"A range of yellowish colors, typically with undertones of red or brown, resembling the color of the lustrous metal, gold. (AAT)",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Color_icon_gold.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Color_icon_gold.jpg,full_size/Color_icon_gold.jpg,thumbnail/Color_icon_gold.jpg,Wikimedia user Booyabazooka,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Color_icon_gold.png,new,43470,https://upload.wikimedia.org/wikipedia/commons/2/23/Color_icon_gold.png,300311191,
CC00171,gored,"Roughly triangular or wedge-shaped segments of objects, as found in domes, globes, umbrellas, or skirts.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=gore&logic=AND&note=&english=N&prev_page=1&subjectid=300001316,https://dressdiscover.org/img/worksheet/full_size/Four-gored-skirt.png,https://dressdiscover.org/img/worksheet/thumbnail/Four-gored-skirt.jpg,full_size/Four-gored-skirt.png,thumbnail/Four-gored-skirt.jpg,Wikimedia User: Sophus Bie,Creative Commons Attribution-Share Alike,Wikipedia,https://commons.wikimedia.org/wiki/File:Four-gored-skirt.png,uploaded,,,,
CC00058,gray,"Hue name for any color intermediate between black and white, or composed of a mixture of black and white with little or no positive hue. (AAT)",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Color_icon_gray.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Color_icon_gray.jpg,full_size/Color_icon_gray.jpg,thumbnail/Color_icon_gray.jpg,Wikimedia user Booyabazooka,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Color_icon_gray.png,new,43470,https://upload.wikimedia.org/wikipedia/commons/5/56/Color_icon_gray.png,,
CC00059,green,"Hue name for the color representing that portion of the spectrum that is intermediate between blue and yellow, with wavelengths between 520 and 570 nanometers. The term may refer to any of this group of colors that vary in lightness and saturation. An example of green color in nature is that of growing grass. It is a secondary pigment color (made by combining yellow and blue) and one of the three additive primary colors.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Color_icon_green.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Color_icon_green.jpg,full_size/Color_icon_green.jpg,thumbnail/Color_icon_green.jpg,Wikimedia user Valtlai,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Color_icon_green.svg,new,43470,https://upload.wikimedia.org/wikipedia/commons/7/7d/Color_icon_green.svg,300128438,300311191
CC00016,halter,"Garments having a strap encircling the neck and supporting the front of the bodice, leaving shoulders and most of the back bare.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=halter&logic=AND&note=&english=N&prev_page=1&subjectid=300209885,https://dressdiscover.org/img/worksheet/full_size/Haltertop.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Haltertop.jpg,full_size/Haltertop.jpg,thumbnail/Haltertop.jpg,Wikimedia user At~A~Glance,Creative Commons Attribution,Wikipedia,https://commons.wikimedia.org/wiki/File:Haltertop.jpg,uploaded,,,300209885,
CC00084,hand sewing,"Sewing by hand, as distinct from sewing by machine.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300257459,300130811
CC00085,hand weaving,Weaving on a loom or other device operated wholly or partly by hand or foot power.,The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300053643,300128438
CC00255,handkerchief hem,,,,,,,,,,,,,,incomplete,,,,
CC00150,hanging sleeve,"Long loose sleeves with a slit through which the arm can emerge. Also, long false decorative sleeves attached to the back of the armhole. Worn by men, women, or children especially from the 15th through the 18th century.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300253738,
CC00216,hemp,"Fiber derived from the stalk of the species Cannabis sativa. Fibers range from 1-2 m in length and are yellow to brown in color. They have a high cellulose content with little lignin. Hemp is lustrous, strong, and durable with good resistance to water, salts, light, and insects; used for cordage, fish lines, sailcloth, canvas, burlap, packing, and as a fiber for paper or for plastic filler.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Hanfstengel.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Hanfstengel.jpg,full_size/Hanfstengel.jpg,thumbnail/Hanfstengel.jpg,Wikipedia User Natrij,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Hanfstengel.jpg,new,43472,https://upload.wikimedia.org/wikipedia/commons/2/2d/Hanfstengel.jpg,300014043,
CC00017,henley,,,,,,https://dressdiscover.org/img/worksheet/full_size/Shirt-types.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Shirt-types.jpg,full_size/Shirt-types.jpg,thumbnail/Shirt-types.jpg,Wikimedia Users: Elkagye and Themightyquill,Creative Commons Attribution-Share Alike,Wikipedia,https://commons.wikimedia.org/wiki/File:Shirt-types.svg,uploaded,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Shirt-types.svg/2000px-Shirt-types.svg.png,,
CC00158,high,,,,,,,,,,,,,,incomplete,,,,
CC00188,hip length,,,,,,,,,,,,,,incomplete,,,,
CC00159,hip-level,,,,,,,,,,,,,,incomplete,,,,
CC00004,hooks and eyes,"Two-part fastening devices, as on a garment or a door, consisting of a hook that catches over a bar or into a loop.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Hook-and-eye.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Hook-and-eye.jpg,full_size/Hook-and-eye.jpg,thumbnail/Hook-and-eye.jpg,Wikipedia user Eitan F,Creative Commons Attribution-Share Alike,Wikipedia,https://en.wikipedia.org/wiki/Hook-and-eye,uploaded,,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hook_and_eye_clasp.JPG,300051508,
CC00111,hourglass (silhouette),,,,,,,,,,,,,,incomplete,,,,
CC00018,inset,,,,,,,,,,,,,,incomplete,,,,
CC00036,jabot,"Detachable, made-up cascades of soft fabric, often lace, worn at the center front of the neckline over other garments. (AAT)",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=jabot&logic=AND&note=&english=N&prev_page=1&subjectid=300210062,https://dressdiscover.org/img/worksheet/full_size/429px-Jabot.jpg,https://dressdiscover.org/img/worksheet/thumbnail/429px-Jabot.jpg,full_size/429px-Jabot.jpg,thumbnail/429px-Jabot.jpg,David Ring,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Jabot.jpg,uploaded,,,300210062,
CC00217,jacquard,Any woven figured textile produced on a Jacquard loom.,The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300256616,
CC00019,jewel,,,,,,,,,,,,,,incomplete,,,,
CC00132,Juliet,,,,,,,,,,,,,,incomplete,,,,
CC00112,jumper,"Sleeveless dresses or skirts with straps and a partial or full bodice, usually worn over a shirt or blouse by women and children.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300046164,
CC00020,keyhole,,,,,,,,,,,,,,incomplete,,,,
