display_name_en,id,description_text_en,description_rights_author,description_rights_statement,description_rights_license,description_rights_source_name,description_rights_source_url,image_full_size_rel_path,image_thumbnail_rel_path,image_rights_author,image_rights_statement (from images),image_rights_license,image_rights_source_name,image_rights_source_url,status,last_modified,original_file_URL,AATID,EFTID,WikidataID,features,URI
tabernacle veils,CC00451,"Textile coverings for the tabernacle, which holds the consecrated host and is located in, on, or near the high altar of a church. The tabernacle veil is often of a prescribed liturgical color, based on the period of the church calendar.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300204880,,,liturgicalType,http://vocab.getty.edu/aat/300204880
tunicles,CC00452,Vestments resembling dalmatics worn by subdeacons over the alb (and also by bishops between the alb and dalmatic) at celebrations of the Eucharist.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300221685,,,liturgicalType,http://vocab.getty.edu/aat/300221685
diamonds (motifs),CC00453,,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300009791,,,pattern,http://vocab.getty.edu/aat/300009791
stripes,CC00454,,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300010230,,,pattern,http://vocab.getty.edu/aat/300010230
stars (motifs),CC00455,,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300009811,,,pattern,http://vocab.getty.edu/aat/300009811
shells (motifs),CC00456,,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300010128,,,pattern,http://vocab.getty.edu/aat/300010128
main garments,CC00457,"Main layer of dress, usually exclusive of accessories.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300209263,,,icomType,http://vocab.getty.edu/aat/300209263
outerwear,CC00458,"Garments worn over other garments as the outer layer, especially those worn for protection from the natural elements. For garments worn for protection from dirt or danger, use descriptors listed under ""<protective wear>.""",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300209265,,,"function,icomType",http://vocab.getty.edu/aat/300209265
protective wear,CC00459,"Garments worn for protection against dirt or danger. For garments worn for protection from weather, use ""outerwear"" or its narrower terms.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300209266,,,icomType,http://vocab.getty.edu/aat/300209266
underwear and accessories for shaping and supporting,CC00461,,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300209268,,,icomType,http://vocab.getty.edu/aat/300209268
nightwear,CC00462,"Clothing worn at night, especially garments worn to bed. For dress clothing intended to be worn to evening events, use ""evening wear.""",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300211604,,,icomType,http://vocab.getty.edu/aat/300211604
worn costume accessories,CC00463,"Items that do not form the primary articles of clothing, but are instead the smaller articles of dress, and that are worn on the body, as opposed to being carried.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300209274,,,icomType,http://vocab.getty.edu/aat/300209274
accessories by location on the head,CC00464,"Costume accessories specifically worn on the head, such as hats.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300211601,,,icomType,http://vocab.getty.edu/aat/300211601
hair accessories,CC00465,Costume accessories worn in conjunction with hair on the head.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300225910,,,icomType,http://vocab.getty.edu/aat/300225910
face coverings and additions,CC00466,,,,,,,,,,,,,,new,2020-10-03,,,,,icomType,https://w3id.org/costumeCore/ontology/CC00466
accessories by location above the waist,CC00467,"Costume accessories specifically worn above the waist, such as boutonnieres.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300211602,,,icomType,http://vocab.getty.edu/aat/300211602
accessories by location at the waist or below,CC00468,Costume accessories specifically worn at the waist or below.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300209283,,,icomType,http://vocab.getty.edu/aat/300209283
accessories by location on arms or hands,CC00469,Costume accessories specifically worn on the arms or hands.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300209282,,,icomType,http://vocab.getty.edu/aat/300209282
accessories by location on the legs or feet,CC00470,"Costume accessories specifically worn on the legs, such as stockings, or the feet, such as footwear.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300211599,,,icomType,http://vocab.getty.edu/aat/300251645
costume accessories carried,CC00471,"Items that do not form the primary articles of clothing, but are instead the smaller articles of dress, and that are carried, as opposed to worn on the body.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300209275,,,icomType,http://vocab.getty.edu/aat/300209275
accessories added to body or clothing for ornament,CC00472,,,,,,,,,,,,,,new,2020-10-03,,,,,icomType,https://w3id.org/costumeCore/ontology/CC00472
"equipment for grooming, hygiene and health care",CC00473,,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300236656,,,icomType,http://vocab.getty.edu/aat/300236656
equipment for costume,CC00474,,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300236657,,,icomType,http://vocab.getty.edu/aat/300236657
textile working equipment,CC00475,"Equipment used in the making of, or the working with, textiles.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300163224,,,icomType,http://vocab.getty.edu/aat/300163224
main garments for the lower body,CC00476,,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300209279,,,icomType,http://vocab.getty.edu/aat/300209279
main garments for the upper body,CC00477,,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300209278,,,icomType,http://vocab.getty.edu/aat/300209278
sports clothing,CC00478,Garments and accessories designed to be worn while engaged in a specific active sport.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300221269,,,function,http://vocab.getty.edu/aat/300221269
boys' wear,CC00479,General term for clothing designed for or worn by young males.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300411417,,,gender,http://vocab.getty.edu/aat/300411417
girls' wear,CC00480,General term for clothing designed for or worn by young females.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300411405,,,gender,http://vocab.getty.edu/aat/300411405
Costume,CC00482,"The Costume hierarchy contains terms for objects worn or carried for warmth, protection, embellishment, or for symbolic purposes. It includes descriptors for garments considered as the main item of dress (e.g., ""shirts,"" ""trousers""), terms for garments worn under the main garments (e.g., ""undershirts""), and terms for garments worn over the main garments (e.g., ""parkas""). Also included are terms for protective wear, including types of armor; vestments and other ceremonial garments; uniforms; and an extensive listing of accessories, including those worn on the body (e.g., ""headgear,"" ""footwear"") and those carried on the person (e.g., ""evening bags,"" ""parasols""). Relation to other hierarchies: Terms for accessories that involve measuring (e.g., ""pocket watches"" and ""wrist watches"") are in the Measuring Devices hierarchy. Terms for accessories that are weapons (e.g., ""pocket pistols"" and ""dress swords"") appear with other forms of weapons in the Weapons and Ammunition hierarchy. Terms for objects that may be used in the grooming and care of costume or the person (e.g., ""clothes brushes,"" ""nail clippers"") are in the Tools and Equipment hierarchy. Terms for objects used to store or transport costume or other personal effects (e.g., ""glove boxes,"" ""suitcases"") appear in the Containers hierarchy. Constituent parts of costume (e.g., ""busks,"" ""waistbands"") appear in the Components hierarchy, which has a non-preferred, partitive hierarchical relationship to the Costume hierarchy.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300209261,,,classification,http://vocab.getty.edu/aat/300209261
ballerina neckline,CC00489,"wide, shallowly-curved neckline",Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q4851616,neckline,http://www.wikidata.org/entity/Q4851616
décolletage,CC00490,"a low neckline on a woman's dress, especially one that reveals or emphasizes her cleavage",Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q116887,neckline,http://www.wikidata.org/entity/Q116887
surplice neckline,CC00491,V-shaped neckline resulting from overlapping left and right sides of a wrapped garment,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,10876,Q29583224,neckline,http://www.wikidata.org/entity/Q29583224
patch,CC00492,piece of textile or leather applied to clothing as a reinforcement against wear or to mend a damaged spot,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,10057,Q2058306,costumeComponents,http://www.wikidata.org/entity/Q2058306
stomacher,CC00493,"Stiff panels, usually triangular in shape and often heavily decorated, inserted in an open bodice to cover the corset.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300215860,10056,Q1615371,costumeComponents,http://vocab.getty.edu/aat/300215860
ball gown,CC00494,most formal style of full-length woman's evening dress,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q635784,dressType,http://www.wikidata.org/entity/Q635784
cheongsam,CC00496,fitted dress in Chinese culture,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q836934,dressType,http://www.wikidata.org/entity/Q836934
muumuu,CC00501,"loose dress, usually brightly colored or patterned, worn especially by Hawaiian women, or as a housecoat",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300046174,,,dressType,http://vocab.getty.edu/aat/300046174
princess line,CC00502,"woman's fitted dress cut without a waist seam, the bodice and skirt being cut in one",Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q10638846,dressType,http://www.wikidata.org/entity/Q10638846
maternity clothes,CC00507,Womenswear designed to be worn during pregnancy.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300411755,11015,,function,http://vocab.getty.edu/aat/300411755
wedding clothes,CC00509,Clothing designed or worn for a wedding.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300411762,,,function,http://vocab.getty.edu/aat/300411762
hobble skirt,CC00510,skirt that is narrower at the gen than the knee,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q1637220,skirtType,http://www.wikidata.org/entity/Q1637220
kilt,CC00511,knee-length garment of Celtic and Scottish origin,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q151948,skirtType,http://www.wikidata.org/entity/Q151948
overskirt,CC00512,"skirt worn draped over a dress, underskirt or petticoat",Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q22921095,skirtType,http://www.wikidata.org/entity/Q22921095
wrap skirt,CC00513,a skirt that wraps around the waist with an overlap of material,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q1485316,skirtType,http://www.wikidata.org/entity/Q1485316
slashing,CC00514,"decorative slit cut in any part of a garment, especially sleeves and legs, to reveal an inner garment or lining",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300254833,,Q10461476,hasTechnique,http://vocab.getty.edu/aat/300254833
clasp,CC00515,"Fasteners made of two or more parts, often of metal, and consisting of separate interlocking hooking and catching elements that hold together two or more objects or complimentary parts of the same object.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300239507,,,closure,http://vocab.getty.edu/aat/300239507
knickerbockers,CC00517,Loose-cut breeches banded at the knee.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300214558,,,pantsType,http://vocab.getty.edu/aat/300214558
nightwear,CC00519,"Clothing worn at night, especially garments worn to bed. For dress clothing intended to be worn to evening events, use ""evening wear.""",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300211604,,,function,http://vocab.getty.edu/aat/300211604
tent,CC00520,"dress that hangs loose from shoulder to below the hips, with no waistline",Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q10707950,dressType,http://www.wikidata.org/entity/Q10707950
shift,CC00522,"Dresses which hang straight from the shoulders, sometimes tapering slightly at hips.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300214100,10859,,dressType,http://vocab.getty.edu/aat/300214100
bloomers,CC00524,"Drawers with full, loose legs gathered above or below the knee; worn by women and children.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300210537,,,pantsType,http://vocab.getty.edu/aat/300210537
shorts,CC00525,Exposed bifurcated garments extending from the waist or hip to any portion of the leg above the knee.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,new,2020-10-03,,300209930,,Q223269,workType,http://vocab.getty.edu/aat/300209930
1500s,CC00527,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q44140,temporal,http://www.wikidata.org/entity/Q44140
1510s,CC00528,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q46245,temporal,http://www.wikidata.org/entity/Q46245
1520s,CC00529,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q192244,temporal,http://www.wikidata.org/entity/Q192244
1530s,CC00530,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q192500,temporal,http://www.wikidata.org/entity/Q192500
1540s,CC00531,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q48158,temporal,http://www.wikidata.org/entity/Q48158
1550s,CC00532,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q193242,temporal,http://www.wikidata.org/entity/Q193242
1560s,CC00533,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q193480,temporal,http://www.wikidata.org/entity/Q193480
1570s,CC00534,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q193679,temporal,http://www.wikidata.org/entity/Q193679
1580s,CC00535,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q48563,temporal,http://www.wikidata.org/entity/Q48563
1590s,CC00536,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q48595,temporal,http://www.wikidata.org/entity/Q48595
1600s,CC00537,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q42995,temporal,http://www.wikidata.org/entity/Q42995
1610s,CC00538,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q46050,temporal,http://www.wikidata.org/entity/Q46050
1620s,CC00539,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q195923,temporal,http://www.wikidata.org/entity/Q195923
1630s,CC00540,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q196292,temporal,http://www.wikidata.org/entity/Q196292
1640s,CC00541,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q196375,temporal,http://www.wikidata.org/entity/Q196375
1650s,CC00542,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q196467,temporal,http://www.wikidata.org/entity/Q196467
1660s,CC00543,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q196549,temporal,http://www.wikidata.org/entity/Q196549
1670s,CC00544,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q196647,temporal,http://www.wikidata.org/entity/Q196647
1680s,CC00545,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q46011,temporal,http://www.wikidata.org/entity/Q46011
1690s,CC00546,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q197012,temporal,http://www.wikidata.org/entity/Q197012
1700s,CC00547,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q43370,temporal,http://www.wikidata.org/entity/Q43370
1710s,CC00548,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q198144,temporal,http://www.wikidata.org/entity/Q198144
1720s,CC00549,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q198469,temporal,http://www.wikidata.org/entity/Q198469
1730s,CC00550,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q48121,temporal,http://www.wikidata.org/entity/Q48121
1740s,CC00551,decade,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,new,2020-10-03,,,,Q43970,temporal,http://www.wikidata.org/entity/Q43970
